raceId,driverId,constructorId,q1_milliseconds,q2_milliseconds,q3_milliseconds,points,positionOrder
18,1,1,86572.0,85187.0,86714.0,10.0,1
18,9,2,86103.0,85315.0,86869.0,0.0,9
18,5,1,85664.0,85452.0,87079.0,4.0,5
18,13,6,85994.0,85691.0,87178.0,0.0,13
18,2,2,85960.0,85518.0,87236.0,8.0,2
18,15,7,86427.0,86101.0,88527.0,0.0,15
18,3,3,86295.0,86059.0,88687.0,6.0,3
18,14,9,86381.0,86063.0,89041.0,0.0,14
18,10,7,86919.0,86164.0,89593.0,0.0,10
18,20,5,86702.0,85842.0,,0.0,20
18,22,11,86369.0,86173.0,,0.0,22
18,4,4,86907.0,86188.0,,5.0,4
18,18,11,86712.0,86259.0,,0.0,18
18,6,3,86891.0,86413.0,,3.0,6
18,17,9,86914.0,,,0.0,17
18,8,6,86140.0,,,1.0,8
18,21,10,87207.0,,,0.0,21
18,7,5,87446.0,,,2.0,7
18,16,10,87859.0,,,0.0,16
18,11,8,88208.0,,,0.0,11
18,12,4,88330.0,,,0.0,12
18,19,8,89059.0,,,0.0,19
19,13,6,95347.0,94412.0,95748.0,0.0,19
19,8,6,95645.0,94188.0,96230.0,10.0,1
19,5,1,95227.0,94759.0,96613.0,6.0,3
19,1,1,95392.0,94627.0,96709.0,4.0,5
19,15,7,95205.0,94960.0,96711.0,5.0,4
19,9,2,95794.0,94811.0,96727.0,8.0,2
19,2,2,95729.0,94648.0,96753.0,3.0,6
19,17,9,95440.0,94967.0,97009.0,2.0,7
19,4,4,95983.0,95140.0,98450.0,1.0,8
19,10,7,95891.0,95000.0,99656.0,0.0,21
19,18,11,95847.0,95208.0,,0.0,10
19,14,9,96058.0,95408.0,,0.0,9
19,12,4,96074.0,95562.0,,0.0,11
19,22,11,96198.0,95622.0,,0.0,13
19,20,5,96111.0,95648.0,,0.0,18
19,3,3,95843.0,95670.0,,0.0,14
19,21,10,96240.0,,,0.0,12
19,6,3,96388.0,,,0.0,17
19,7,5,96677.0,,,0.0,22
19,11,8,97087.0,,,0.0,16
19,16,10,97101.0,,,0.0,20
19,19,8,97481.0,,,0.0,15
20,9,2,92893.0,91745.0,93096.0,6.0,3
20,13,6,91937.0,91188.0,93123.0,10.0,1
20,1,1,92750.0,91922.0,93292.0,0.0,13
20,8,6,92652.0,91933.0,93418.0,8.0,2
20,5,1,93057.0,91718.0,93488.0,4.0,5
20,2,2,93137.0,91909.0,93737.0,5.0,4
20,15,7,92493.0,92159.0,93994.0,3.0,6
20,3,3,92903.0,92185.0,94015.0,1.0,8
20,18,11,92793.0,92362.0,95057.0,0.0,21
20,4,4,92947.0,92345.0,95115.0,0.0,10
20,17,9,93194.0,92371.0,,2.0,7
20,22,11,92944.0,92508.0,,0.0,11
20,10,7,92800.0,92528.0,,0.0,9
20,12,4,92975.0,92790.0,,0.0,20
20,7,5,93415.0,92915.0,,0.0,15
20,6,3,93386.0,92943.0,,0.0,14
20,14,9,93433.0,,,0.0,18
20,21,10,93501.0,,,0.0,12
20,20,5,93562.0,,,0.0,22
20,16,10,93845.0,,,0.0,19
20,19,8,94140.0,,,0.0,16
20,11,8,95725.0,,,0.0,17
21,8,6,80701.0,80784.0,81813.0,10.0,1
21,4,4,81347.0,80804.0,81904.0,0.0,15
21,13,6,81528.0,80584.0,82058.0,8.0,2
21,9,2,81423.0,80597.0,82065.0,5.0,4
21,1,1,81366.0,80825.0,82096.0,6.0,3
21,5,1,81430.0,80817.0,82231.0,0.0,17
21,17,9,81494.0,80984.0,82429.0,4.0,5
21,15,7,81158.0,80907.0,82529.0,1.0,8
21,2,2,81466.0,80815.0,82542.0,0.0,9
21,12,4,81409.0,80894.0,82699.0,0.0,20
21,22,11,81548.0,81049.0,,0.0,16
21,6,3,81690.0,81117.0,,2.0,7
21,18,11,81757.0,81211.0,,3.0,6
21,10,7,81427.0,81230.0,,0.0,11
21,3,3,81472.0,81349.0,,0.0,14
21,7,5,81540.0,81724.0,,0.0,19
21,14,9,81810.0,,,0.0,12
21,20,5,82108.0,,,0.0,22
21,21,10,82516.0,,,0.0,10
21,16,10,83224.0,,,0.0,21
21,19,8,83318.0,,,0.0,18
21,11,8,83496.0,,,0.0,13
22,13,6,85994.0,86192.0,87617.0,10.0,1
22,5,1,86736.0,86290.0,87808.0,0.0,12
22,1,1,86192.0,86477.0,87923.0,8.0,2
22,8,6,86457.0,86050.0,87936.0,6.0,3
22,9,2,86761.0,86129.0,88390.0,5.0,4
22,17,9,86773.0,86466.0,88417.0,2.0,7
22,4,4,86836.0,86522.0,88422.0,3.0,6
22,15,7,86695.0,86822.0,88836.0,0.0,10
22,2,2,87107.0,87607.0,88882.0,4.0,5
22,14,9,86939.0,86520.0,89959.0,0.0,9
22,3,3,87367.0,87012.0,,1.0,8
22,22,11,87355.0,87219.0,,0.0,14
22,18,11,87428.0,87298.0,,0.0,11
22,20,5,87442.0,87412.0,,0.0,17
22,10,7,86614.0,87806.0,,0.0,13
22,6,3,87547.0,,,0.0,19
22,12,4,87568.0,,,0.0,15
22,7,5,87621.0,,,0.0,18
22,21,10,87807.0,,,0.0,20
22,16,10,88325.0,,,0.0,16
23,13,6,75190.0,75110.0,75787.0,6.0,3
23,8,6,75717.0,75404.0,75815.0,0.0,9
23,1,1,75582.0,75322.0,75839.0,10.0,1
23,5,1,75295.0,75389.0,76165.0,1.0,8
23,9,2,75977.0,75483.0,76171.0,8.0,2
23,3,3,75935.0,75287.0,76548.0,0.0,16
23,4,4,76646.0,75827.0,76852.0,0.0,10
23,15,7,76306.0,75598.0,77203.0,0.0,13
23,17,9,76074.0,75745.0,77343.0,5.0,4
23,14,9,76086.0,75839.0,,0.0,19
23,10,7,76285.0,75907.0,,0.0,12
23,18,11,76259.0,76101.0,,0.0,11
23,2,2,76650.0,76455.0,,0.0,14
23,6,3,76756.0,76479.0,,2.0,7
23,22,11,76208.0,76537.0,,3.0,6
23,7,5,76806.0,,,0.0,20
23,12,4,76933.0,,,0.0,17
23,20,5,76955.0,,,4.0,5
23,16,10,77225.0,,,0.0,15
23,21,10,77823.0,,,0.0,18
24,1,1,76909.0,77034.0,77886.0,0.0,19
24,9,2,77471.0,77679.0,78498.0,10.0,1
24,8,6,77301.0,77364.0,78735.0,0.0,18
24,4,4,77415.0,77488.0,78746.0,0.0,16
24,3,3,77991.0,77891.0,78844.0,0.0,10
24,13,6,77231.0,77353.0,79048.0,4.0,5
24,5,1,77287.0,77684.0,79089.0,0.0,9
24,2,2,78082.0,77781.0,79633.0,8.0,2
24,22,11,78256.0,78020.0,80848.0,2.0,7
24,17,9,77582.0,77523.0,,0.0,12
24,10,7,78321.0,78031.0,,5.0,4
24,6,3,77638.0,78062.0,,0.0,15
24,14,9,78168.0,78238.0,,6.0,3
24,15,7,78039.0,78327.0,,3.0,6
24,12,4,78505.0,78393.0,,0.0,17
24,7,5,78916.0,,,0.0,13
24,16,10,79108.0,,,0.0,20
24,21,10,79165.0,,,0.0,14
24,18,11,83565.0,,,0.0,11
24,20,5,,,,1.0,8
25,8,6,75133.0,75161.0,76449.0,8.0,2
25,13,6,75024.0,75041.0,76490.0,10.0,1
25,1,1,75634.0,75293.0,76693.0,0.0,10
25,4,4,75754.0,75483.0,76840.0,1.0,8
25,15,7,75521.0,75362.0,76920.0,6.0,3
25,5,1,75965.0,75639.0,76944.0,5.0,4
25,9,2,75687.0,75723.0,77037.0,4.0,5
25,17,9,76020.0,75488.0,77233.0,3.0,6
25,14,9,75802.0,75654.0,77426.0,0.0,9
25,10,7,75727.0,75558.0,77596.0,0.0,11
25,12,4,75848.0,75770.0,,2.0,7
25,2,2,76006.0,75786.0,,0.0,13
25,20,5,75918.0,75816.0,,0.0,12
25,7,5,76072.0,76045.0,,0.0,17
25,3,3,76085.0,76235.0,,0.0,16
25,6,3,76243.0,,,0.0,15
25,18,11,76306.0,,,0.0,20
25,22,11,76330.0,,,0.0,14
25,21,10,76971.0,,,0.0,18
25,16,10,77053.0,,,0.0,19
26,5,1,79957.0,79597.0,81049.0,4.0,5
26,17,9,80982.0,79710.0,81554.0,0.0,10
26,8,6,80370.0,79971.0,81706.0,5.0,4
26,1,1,80288.0,79537.0,81835.0,10.0,1
26,2,2,81022.0,79802.0,81873.0,8.0,2
26,4,4,80998.0,79992.0,82029.0,3.0,6
26,12,4,80818.0,80115.0,82491.0,0.0,16
26,20,5,80318.0,80109.0,83251.0,0.0,19
26,13,6,80676.0,80086.0,83305.0,0.0,13
26,9,2,80444.0,79788.0,,0.0,14
26,14,9,81224.0,80174.0,,0.0,20
26,10,7,80893.0,80274.0,,0.0,12
26,7,5,80584.0,80531.0,,0.0,11
26,15,7,81145.0,80601.0,,2.0,7
26,6,3,81407.0,81112.0,,1.0,8
26,22,11,81512.0,,,6.0,3
26,18,11,81631.0,,,0.0,15
26,3,3,81668.0,,,0.0,9
26,16,10,81786.0,,,0.0,18
26,21,10,81885.0,,,0.0,17
27,1,1,75218.0,74603.0,75666.0,10.0,1
27,13,6,74921.0,74747.0,75859.0,6.0,3
27,5,1,75476.0,74855.0,76143.0,4.0,5
27,15,7,75560.0,75122.0,76191.0,0.0,9
27,4,4,75917.0,74943.0,76385.0,0.0,11
27,8,6,75201.0,74949.0,76389.0,3.0,6
27,9,2,75985.0,75109.0,76521.0,2.0,7
27,17,9,75900.0,75481.0,77014.0,0.0,19
27,20,5,75532.0,75420.0,77244.0,1.0,8
27,14,9,75975.0,75338.0,77503.0,0.0,13
27,10,7,75560.0,75508.0,,0.0,20
27,2,2,75596.0,75581.0,,5.0,4
27,3,3,75863.0,75633.0,,0.0,10
27,18,11,75993.0,75701.0,,0.0,17
27,7,5,75927.0,75858.0,,0.0,12
27,6,3,76083.0,,,0.0,14
27,12,4,76189.0,,,8.0,2
27,22,11,76246.0,,,0.0,18
27,16,10,76657.0,,,0.0,15
27,21,10,76963.0,,,0.0,16
28,1,1,79376.0,79473.0,80899.0,4.0,5
28,5,1,79945.0,79480.0,81140.0,10.0,1
28,13,6,79578.0,79068.0,81191.0,0.0,17
28,9,2,80053.0,79776.0,81281.0,1.0,8
28,10,7,79980.0,79246.0,81326.0,8.0,2
28,8,6,80006.0,79546.0,81516.0,6.0,3
28,4,4,80229.0,79816.0,81698.0,5.0,4
28,17,9,80073.0,80046.0,81732.0,0.0,9
28,15,7,79942.0,79486.0,81767.0,2.0,7
28,12,4,80583.0,80131.0,82371.0,3.0,6
28,20,5,80157.0,80144.0,,0.0,20
28,18,11,80888.0,80332.0,,0.0,12
28,14,9,80505.0,80502.0,,0.0,11
28,7,5,80640.0,80963.0,,0.0,18
28,3,3,80748.0,,,0.0,14
28,2,2,81045.0,,,0.0,10
28,6,3,81085.0,,,0.0,13
28,22,11,81332.0,,,0.0,16
28,21,10,81670.0,,,0.0,15
28,16,10,82113.0,,,0.0,19
29,13,6,98176.0,97859.0,98989.0,10.0,1
29,1,1,98464.0,97954.0,99199.0,8.0,2
29,9,2,98347.0,98050.0,99392.0,6.0,3
29,8,6,98703.0,98229.0,99488.0,0.0,18
29,5,1,98656.0,98120.0,99937.0,5.0,4
29,20,5,98141.0,97842.0,100142.0,3.0,6
29,15,7,97948.0,97928.0,100309.0,4.0,5
29,2,2,98738.0,97859.0,100631.0,0.0,9
29,3,3,98595.0,98336.0,100721.0,1.0,8
29,7,5,98622.0,98417.0,100750.0,0.0,10
29,6,3,98667.0,98428.0,,0.0,15
29,4,4,98268.0,98435.0,,0.0,20
29,10,7,98532.0,98499.0,,2.0,7
29,17,9,98559.0,98515.0,,0.0,12
29,12,4,98787.0,98744.0,,0.0,11
29,18,11,98880.0,,,0.0,13
29,14,9,99235.0,,,0.0,17
29,21,10,99268.0,,,0.0,14
29,22,11,99811.0,,,0.0,16
29,16,10,99943.0,,,0.0,19
30,1,1,106887.0,106088.0,107338.0,6.0,3
30,13,6,106873.0,106391.0,107678.0,10.0,1
30,5,1,106812.0,106037.0,107815.0,0.0,10
30,8,6,106960.0,106298.0,107992.0,0.0,18
30,2,2,107419.0,106311.0,108315.0,8.0,2
30,4,4,107154.0,106491.0,108504.0,5.0,4
30,17,9,107270.0,106814.0,108736.0,1.0,8
30,9,2,107093.0,106494.0,108763.0,3.0,6
30,7,5,106777.0,106544.0,108951.0,2.0,7
30,20,5,107152.0,106804.0,110319.0,4.0,5
30,15,7,107400.0,106949.0,,0.0,16
30,12,4,107052.0,106965.0,,0.0,20
30,10,7,107359.0,106995.0,,0.0,9
30,14,9,107132.0,107018.0,,0.0,11
30,3,3,107503.0,107429.0,,0.0,12
30,22,11,108153.0,,,0.0,19
30,18,11,108211.0,,,0.0,15
30,16,10,108226.0,,,0.0,13
30,6,3,108268.0,,,0.0,14
30,21,10,108447.0,,,0.0,17
31,20,5,95464.0,95837.0,97555.0,10.0,1
31,5,1,95214.0,95843.0,97631.0,8.0,2
31,17,9,96001.0,96306.0,98117.0,1.0,8
31,7,5,95543.0,96175.0,98445.0,0.0,18
31,3,3,95485.0,95898.0,98767.0,0.0,14
31,13,6,95536.0,96676.0,98894.0,3.0,6
31,15,7,95906.0,96008.0,99152.0,0.0,13
31,4,4,96297.0,96518.0,99751.0,5.0,4
31,10,7,95737.0,96525.0,99787.0,0.0,11
31,2,2,95709.0,96626.0,99906.0,4.0,5
31,9,2,95553.0,96697.0,,6.0,3
31,21,10,96280.0,96698.0,,0.0,20
31,14,9,96485.0,97284.0,,0.0,16
31,8,6,95965.0,97522.0,,0.0,9
31,1,1,95394.0,99265.0,,2.0,7
31,22,11,96510.0,,,0.0,17
31,12,4,96630.0,,,0.0,10
31,6,3,96653.0,,,0.0,12
31,18,11,97006.0,,,0.0,15
31,16,10,97417.0,,,0.0,19
32,13,6,104519.0,104014.0,104801.0,0.0,13
32,1,1,104501.0,104932.0,105465.0,6.0,3
32,8,6,104282.0,104232.0,105617.0,0.0,15
32,9,2,104740.0,104519.0,105779.0,0.0,11
32,5,1,104311.0,104207.0,105873.0,0.0,10
32,2,2,105548.0,104520.0,105964.0,3.0,6
32,20,5,105042.0,104261.0,106244.0,4.0,5
32,10,7,105184.0,104441.0,106328.0,5.0,4
32,3,3,105103.0,104429.0,106611.0,8.0,2
32,6,3,105127.0,104826.0,107547.0,1.0,8
32,15,7,105642.0,105038.0,,0.0,16
32,18,11,105660.0,105133.0,,0.0,9
32,17,9,105493.0,105212.0,,0.0,18
32,14,9,106028.0,105298.0,,2.0,7
32,4,4,104971.0,,,10.0,1
32,12,4,106037.0,,,0.0,20
32,7,5,106389.0,,,0.0,12
32,22,11,106583.0,,,0.0,19
32,16,10,107940.0,,,0.0,17
32,21,10,,,,0.0,14
33,1,1,78071.0,77462.0,78404.0,0.0,12
33,8,6,78160.0,77733.0,78644.0,6.0,3
33,5,1,78220.0,77360.0,78821.0,0.0,17
33,4,4,78290.0,77871.0,78852.0,10.0,1
33,13,6,78110.0,77287.0,78874.0,2.0,7
33,9,2,78684.0,77931.0,78979.0,8.0,2
33,15,7,78501.0,77541.0,79026.0,4.0,5
33,10,7,77945.0,77670.0,79118.0,0.0,19
33,20,5,78559.0,77714.0,79638.0,3.0,6
33,7,5,78593.0,78102.0,80167.0,0.0,10
33,14,9,78303.0,78187.0,,0.0,20
33,12,4,78300.0,78274.0,,5.0,4
33,17,9,78372.0,78354.0,,1.0,8
33,6,3,78640.0,78594.0,,0.0,15
33,3,3,78740.0,78672.0,,0.0,11
33,2,2,78835.0,,,0.0,9
33,22,11,78882.0,,,0.0,13
33,18,11,79100.0,,,0.0,14
33,16,10,79163.0,,,0.0,18
33,21,10,79910.0,,,0.0,16
34,1,1,95566.0,94947.0,96303.0,10.0,1
34,8,6,95983.0,95355.0,96645.0,6.0,3
34,13,6,95971.0,95135.0,96889.0,8.0,2
34,4,4,95769.0,95461.0,96927.0,5.0,4
34,5,1,95623.0,95216.0,96930.0,0.0,18
34,17,9,96238.0,95686.0,97083.0,0.0,14
34,2,2,96224.0,95403.0,97201.0,4.0,5
34,20,5,95752.0,95386.0,97685.0,0.0,9
34,15,7,96104.0,95715.0,97934.0,0.0,20
34,7,5,96239.0,95478.0,98885.0,0.0,13
34,12,4,96029.0,95722.0,,1.0,8
34,9,2,96503.0,95814.0,,3.0,6
34,10,7,96210.0,95937.0,,2.0,7
34,22,11,96640.0,96079.0,,0.0,11
34,3,3,96434.0,96210.0,,0.0,15
34,14,9,96731.0,,,0.0,10
34,6,3,96863.0,,,0.0,12
34,18,11,97053.0,,,0.0,16
34,16,10,97730.0,,,0.0,19
34,21,10,97739.0,,,0.0,17
35,13,6,71830.0,71875.0,72368.0,10.0,1
35,15,7,72226.0,72107.0,72737.0,1.0,8
35,8,6,72083.0,71950.0,72825.0,6.0,3
35,1,1,72213.0,71856.0,72830.0,4.0,5
35,5,1,72366.0,71768.0,72917.0,2.0,7
35,4,4,72214.0,72090.0,72967.0,8.0,2
35,20,5,72390.0,71845.0,73082.0,5.0,4
35,2,2,72371.0,72026.0,73297.0,0.0,10
35,7,5,72498.0,72075.0,74105.0,0.0,14
35,10,7,72223.0,71909.0,74230.0,3.0,6
35,12,4,72348.0,72137.0,,0.0,19
35,17,9,72409.0,72289.0,,0.0,9
35,9,2,72381.0,72300.0,,0.0,11
35,14,9,72690.0,72717.0,,0.0,20
35,22,11,72548.0,73139.0,,0.0,15
35,6,3,72800.0,,,0.0,17
35,18,11,72810.0,,,0.0,13
35,3,3,73002.0,,,0.0,12
35,21,10,73426.0,,,0.0,18
35,16,10,73508.0,,,0.0,16
36,8,6,86644.0,85644.0,86072.0,10.0,1
36,4,1,86697.0,85326.0,86493.0,8.0,2
36,2,2,86895.0,85358.0,86556.0,5.0,4
36,1,1,86674.0,85577.0,86755.0,6.0,3
36,9,2,86696.0,85882.0,87347.0,0.0,20
36,21,4,87270.0,85944.0,87634.0,4.0,5
36,17,9,86978.0,86623.0,87934.0,0.0,13
36,15,7,87014.0,86688.0,88404.0,0.0,9
36,23,7,87328.0,86739.0,88692.0,1.0,8
36,11,8,87365.0,86758.0,88871.0,0.0,12
36,19,8,86986.0,86909.0,,0.0,16
36,3,3,87596.0,86914.0,,2.0,7
36,5,4,87529.0,86964.0,,0.0,10
36,18,11,87540.0,87264.0,,0.0,15
36,25,3,87479.0,87393.0,,0.0,18
36,13,6,86712.0,,,3.0,6
36,22,11,87679.0,,,0.0,11
36,26,5,88305.0,,,0.0,21
36,14,9,88579.0,,,0.0,19
36,24,5,89267.0,,,0.0,14
36,16,12,89339.0,,,0.0,17
36,27,12,91932.0,,,0.0,22
37,13,6,95340.0,94454.0,95043.0,4.0,5
37,4,1,94942.0,94057.0,95310.0,10.0,1
37,8,6,95138.0,94687.0,95479.0,6.0,3
37,1,1,95028.0,94650.0,96045.0,8.0,2
37,2,2,95617.0,95203.0,96543.0,5.0,4
37,3,3,95755.0,95380.0,96829.0,0.0,19
37,9,2,95294.0,94739.0,96839.0,0.0,18
37,15,7,95666.0,95255.0,96902.0,2.0,7
37,23,7,95736.0,95595.0,97078.0,0.0,15
37,17,9,95727.0,95579.0,97345.0,0.0,10
37,5,4,96092.0,95630.0,,1.0,8
37,21,4,95879.0,95706.0,,3.0,6
37,14,9,95730.0,95766.0,,0.0,20
37,11,8,96430.0,95945.0,,0.0,13
37,18,11,95913.0,96088.0,,0.0,12
37,24,5,96140.0,96145.0,,0.0,17
37,26,5,96578.0,,,0.0,14
37,19,8,96816.0,,,0.0,16
37,22,11,96827.0,,,0.0,11
37,25,3,97326.0,,,0.0,9
37,27,12,98279.0,,,0.0,21
37,16,12,98415.0,,,0.0,22
38,13,6,92443.0,91359.0,92652.0,10.0,1
38,1,1,92580.0,91752.0,92935.0,8.0,2
38,8,6,93161.0,91812.0,93131.0,6.0,3
38,4,1,93049.0,92214.0,93192.0,4.0,5
38,2,2,93164.0,92154.0,93404.0,5.0,4
38,9,2,93348.0,92292.0,93710.0,3.0,6
38,21,4,93556.0,92889.0,94056.0,1.0,8
38,17,9,93496.0,92808.0,94106.0,0.0,17
38,15,7,93218.0,92429.0,94154.0,2.0,7
38,3,3,93349.0,92815.0,94399.0,0.0,10
38,25,3,93759.0,92915.0,,0.0,11
38,5,4,93467.0,92935.0,,0.0,9
38,19,8,93299.0,93082.0,,0.0,16
38,23,7,93923.0,93294.0,,0.0,12
38,22,11,93776.0,93624.0,,0.0,13
38,18,11,93967.0,93731.0,,0.0,21
38,11,8,93984.0,,,0.0,19
38,24,5,94024.0,,,0.0,20
38,26,5,94333.0,,,0.0,22
38,16,12,95280.0,,,0.0,15
38,14,9,95341.0,,,0.0,18
38,27,12,95533.0,,,0.0,14
39,13,6,81375.0,80597.0,81421.0,10.0,1
39,4,1,81609.0,80797.0,81451.0,6.0,3
39,8,6,81802.0,80741.0,81723.0,0.0,19
39,1,1,81120.0,80713.0,81785.0,8.0,2
39,9,2,81941.0,81381.0,82253.0,5.0,4
39,15,7,82501.0,81554.0,82324.0,0.0,20
39,2,2,81625.0,81113.0,82389.0,0.0,15
39,5,4,81790.0,81623.0,82568.0,2.0,7
39,14,9,82491.0,81488.0,82749.0,4.0,5
39,21,4,82064.0,81677.0,82881.0,0.0,9
39,3,3,81943.0,81968.0,,3.0,6
39,22,11,82502.0,82097.0,,0.0,10
39,11,8,82090.0,82115.0,,1.0,8
39,18,11,82503.0,82120.0,,0.0,12
39,19,8,82295.0,,,0.0,11
39,24,5,82508.0,,,0.0,17
39,23,7,82666.0,,,0.0,16
39,25,3,82769.0,,,0.0,22
39,17,9,83398.0,,,0.0,21
39,16,12,83811.0,,,0.0,13
39,27,12,83990.0,,,0.0,14
39,26,5,,,,0.0,18
40,4,1,76059.0,75431.0,75726.0,10.0,1
40,1,1,75685.0,75479.0,75905.0,8.0,2
40,13,6,76786.0,76034.0,75967.0,6.0,3
40,21,4,77596.0,76054.0,76285.0,5.0,4
40,3,3,76870.0,76100.0,76439.0,0.0,12
40,17,9,77816.0,76420.0,76784.0,0.0,21
40,2,2,77385.0,75733.0,76832.0,3.0,6
40,9,2,77584.0,75576.0,76955.0,4.0,5
40,22,11,77244.0,76454.0,77498.0,0.0,10
40,18,11,77297.0,76457.0,77939.0,0.0,11
40,25,3,77874.0,76662.0,,2.0,7
40,24,5,76720.0,76703.0,,0.0,22
40,14,9,77204.0,76319.0,,0.0,14
40,15,7,77686.0,76988.0,,0.0,15
40,5,4,77836.0,77125.0,,0.0,13
40,8,6,76251.0,,,1.0,8
40,19,8,78250.0,,,0.0,18
40,26,5,78390.0,,,0.0,9
40,16,12,78418.0,,,0.0,20
40,23,7,78539.0,,,0.0,16
40,11,8,78554.0,,,0.0,17
40,27,12,,,,0.0,19
41,1,1,76576.0,75486.0,75707.0,10.0,1
41,4,1,76562.0,75522.0,76163.0,2.0,7
41,2,2,77006.0,75960.0,76266.0,8.0,2
41,8,6,76468.0,76592.0,76411.0,4.0,5
41,13,6,76756.0,76138.0,76570.0,0.0,21
41,17,9,77315.0,76257.0,76913.0,0.0,9
41,3,3,77016.0,76190.0,76919.0,0.0,10
41,9,2,77267.0,76368.0,76993.0,0.0,17
41,21,4,76805.0,76288.0,77229.0,0.0,22
41,15,7,77324.0,76600.0,77747.0,0.0,13
41,11,8,77490.0,76743.0,,3.0,6
41,24,5,77541.0,76760.0,,0.0,14
41,22,11,77011.0,77116.0,,0.0,12
41,14,9,77436.0,77304.0,,0.0,16
41,18,11,77522.0,77541.0,,0.0,20
41,26,5,77433.0,77571.0,,0.0,19
41,19,8,77542.0,,,0.0,11
41,23,7,77634.0,,,1.0,8
41,25,3,78089.0,,,6.0,3
41,16,12,78536.0,,,0.0,18
41,27,12,79196.0,,,0.0,15
41,5,4,77806.0,,,5.0,4
42,1,1,72563.0,72065.0,72331.0,10.0,1
42,4,1,72416.0,71926.0,72500.0,8.0,2
42,13,6,72731.0,72180.0,72703.0,6.0,3
42,8,6,72732.0,72111.0,72839.0,5.0,4
42,2,2,72543.0,72188.0,72847.0,0.0,18
42,5,4,72998.0,72599.0,73308.0,4.0,5
42,20,2,72711.0,72644.0,73513.0,1.0,8
42,15,7,73186.0,72828.0,73789.0,3.0,6
42,17,9,73425.0,72788.0,73871.0,2.0,7
42,21,4,73168.0,72603.0,73953.0,0.0,9
42,14,9,73424.0,72873.0,,0.0,20
42,23,7,72851.0,72920.0,,0.0,22
42,18,11,73306.0,72998.0,,0.0,12
42,3,3,73128.0,73060.0,,0.0,16
42,22,11,73203.0,73201.0,,0.0,21
42,19,8,73164.0,73259.0,,0.0,11
42,25,3,73441.0,,,0.0,10
42,11,8,73477.0,,,0.0,19
42,24,5,73484.0,,,0.0,17
42,26,5,73712.0,,,0.0,13
42,16,12,74122.0,,,0.0,14
42,27,12,74597.0,,,0.0,15
43,13,6,75303.0,74822.0,75034.0,8.0,2
43,1,1,74805.0,74795.0,75104.0,6.0,3
43,8,6,74872.0,74828.0,75257.0,10.0,1
43,9,2,75778.0,75066.0,75493.0,5.0,4
43,21,4,76047.0,75227.0,75674.0,3.0,6
43,5,4,75524.0,75272.0,75826.0,0.0,15
43,2,2,75783.0,75149.0,75900.0,4.0,5
43,15,7,76118.0,75379.0,75935.0,0.0,21
43,3,3,76092.0,75331.0,76328.0,0.0,9
43,4,1,75322.0,75084.0,,2.0,7
43,23,7,75760.0,75534.0,,0.0,10
43,18,11,76113.0,75584.0,,1.0,8
43,22,11,76140.0,75761.0,,0.0,11
43,17,9,75746.0,75806.0,,0.0,12
43,26,5,75980.0,76049.0,,0.0,18
43,14,9,75915.0,,,0.0,13
43,24,5,76142.0,,,0.0,22
43,25,3,76241.0,,,0.0,14
43,19,8,76366.0,,,0.0,20
43,27,12,77826.0,,,0.0,19
43,16,12,77915.0,,,0.0,17
43,11,8,76244.0,,,0.0,16
44,1,1,79885.0,79400.0,79997.0,6.0,3
44,8,6,79753.0,79252.0,80099.0,10.0,1
44,4,1,79330.0,79152.0,80147.0,8.0,2
44,13,6,79790.0,79421.0,80265.0,4.0,5
44,9,2,80294.0,80054.0,80401.0,5.0,4
44,23,7,80513.0,79860.0,80516.0,0.0,20
44,5,4,80570.0,80077.0,80721.0,2.0,7
44,21,4,80842.0,80042.0,80775.0,1.0,8
44,2,2,80534.0,80178.0,80894.0,3.0,6
44,15,7,81150.0,80133.0,81240.0,0.0,17
44,17,9,80583.0,80235.0,,0.0,22
44,14,9,81154.0,80329.0,,0.0,11
44,25,3,80830.0,80350.0,,0.0,13
44,22,11,81169.0,80364.0,,0.0,9
44,26,5,80834.0,80515.0,,0.0,19
44,24,5,81160.0,80823.0,,0.0,16
44,3,3,81219.0,,,0.0,12
44,18,11,81335.0,,,0.0,10
44,19,8,81448.0,,,0.0,18
44,16,12,82019.0,,,0.0,21
44,11,8,82045.0,,,0.0,14
44,27,12,82586.0,,,0.0,15
45,8,6,91522.0,91237.0,91450.0,0.0,14
45,4,1,91074.0,90983.0,91741.0,10.0,1
45,13,6,91447.0,90912.0,91778.0,8.0,2
45,2,2,91889.0,91652.0,91840.0,3.0,6
45,9,2,91961.0,91444.0,92123.0,2.0,7
45,17,9,92629.0,91661.0,92476.0,6.0,3
45,5,4,92594.0,91783.0,92478.0,1.0,8
45,15,7,92381.0,91859.0,92501.0,0.0,13
45,23,7,92446.0,91843.0,92570.0,0.0,16
45,1,1,91587.0,91185.0,93833.0,0.0,9
45,3,3,92117.0,91978.0,,0.0,20
45,25,3,92173.0,91996.0,,5.0,4
45,21,4,92378.0,92010.0,,0.0,10
45,22,11,92674.0,92221.0,,0.0,11
45,19,8,92793.0,92451.0,,0.0,12
45,11,8,92678.0,92838.0,,0.0,15
45,18,11,92983.0,,,0.0,18
45,26,5,93038.0,,,0.0,21
45,24,5,93148.0,,,0.0,22
45,14,9,93151.0,,,4.0,5
45,16,12,94500.0,,,0.0,19
